iso3,country,year,magnitude,total_deaths,total_affected,total_damage_kUSD,total_damage_adj_kUSD,pre_event_avg_gdp,gdp_event_year,gdp_drop,recovery_years,gdp_per_capita_event_year,unemployment_event_year,income_group
,,,,,,,,2.9633,4.8826,1.9192,2.0,,,
,,,,,,,,5.1184,5.134,0.0156,,,,
,,,,,,,,2.4031,4.3669,1.9637,1.0,,,
,,,,,,,,6.1412,5.5573,-0.584,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,2.4031,4.3669,1.9637,1.0,,,
,,,,,,,,6.0299,6.7505,0.7206,1.0,,,
,,,,,,,,6.1412,5.5573,-0.584,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,2.6165,2.5038,-0.1127,1.0,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,8.0919,4.6008,-3.4912,,,,
,,,,,,,,5.3913,5.0915,-0.2998,2.0,,,
,,,,,,,,4.9505,3.8758,-1.0746,,,,
,,,,,,,,4.1985,1.8031,-2.3955,1.0,,,
,,,,,,,,9.2247,10.1314,0.9067,1.0,,,
,,,,,,,,6.5722,2.3402,-4.232,1.0,,,
,,,,,,,,3.0989,-8.3109,-11.4097,1.0,,,
,,,,,,,,1.2667,-5.0,-6.2667,1.0,,,
,,,,,,,,2.7094,3.7029,0.9935,1.0,,,
,,,,,,,,8.3151,8.5864,0.2713,2.0,,,
,,,,,,,,2.6667,4.1,1.4333,1.0,,,
,,,,,,,,-2.5452,4.9201,7.4653,1.0,,,
,,,,,,,,4.3644,6.0708,1.7064,1.0,,,
,,,,,,,,1.2659,0.6179,-0.648,1.0,,,
,,,,,,,,7.0691,13.1921,6.123,2.0,,,
,,,,,,,,3.5927,3.7163,0.1235,1.0,,,
,,,,,,,,-9.432,28.6,38.032,1.0,,,
,,,,,,,,3.1182,4.4995,1.3813,1.0,,,
,,,,,,,,5.1518,7.0932,1.9414,1.0,,,
,,,,,,,,8.212,9.2434,1.0314,1.0,,,
,,,,,,,,2.5222,0.2699,-2.2522,,,,
,,,,,,,,6.6,7.3,0.6999,1.0,,,
,,,,,,,,1.4473,1.1855,-0.2617,1.0,,,
,,,,,,,,2.5559,5.0969,2.5409,1.0,,,
,,,,,,,,2.5559,5.0969,2.5409,1.0,,,
,,,,,,,,4.3543,4.7804,0.426,1.0,,,
,,,,,,,,5.4388,8.6393,3.2005,4.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,2.6834,1.4138,-1.2696,,,,
,,,,,,,,3.5923,4.3172,0.7249,1.0,,,
,,,,,,,,3.1021,4.546,1.4439,1.0,,,
,,,,,,,,1.7595,4.8337,3.0741,2.0,,,
,,,,,,,,9.2247,10.1314,0.9067,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,4.9667,4.5,-0.4667,1.0,,,
,,,,,,,,1.2544,1.8039,0.5495,1.0,,,
,,,,,,,,4.8589,6.2851,1.4261,1.0,,,
,,,,,,,,9.831,11.4582,1.6272,1.0,,,
,,,,,,,,6.268,6.8026,0.5346,1.0,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,1.7119,4.337,2.6251,1.0,,,
,,,,,,,,3.3756,2.7845,-0.5911,,,,
,,,,,,,,1.7875,1.484,-0.3035,3.0,,,
,,,,,,,,6.1871,5.1682,-1.0189,4.0,,,
,,,,,,,,7.2667,8.5,1.2333,,,,
,,,,,,,,2.4355,2.9309,0.4954,,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,2.7573,0.1136,-2.6437,,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,7.7,5.2,-2.5,,,,
,,,,,,,,12.165,9.4027,-2.7623,,,,
,,,,,,,,8.1396,-3.6508,-11.7903,,,,
,,,,,,,,12.165,9.4027,-2.7623,,,,
,,,,,,,,5.3934,1.4483,-3.9451,1.0,,,
,,,,,,,,4.1951,2.2029,-1.9922,1.0,,,
,,,,,,,,-0.153,2.6952,2.8482,1.0,,,
,,,,,,,,11.0743,10.5963,-0.478,,,,
,,,,,,,,0.3819,8.5422,8.1603,1.0,,,
,,,,,,,,8.0429,8.4893,0.4463,5.0,,,
,,,,,,,,,,,,,,
,,,,,,,,0.1347,2.0935,1.9588,1.0,,,
,,,,,,,,3.6054,5.9563,2.3508,2.0,,,
,,,,,,,,-0.9689,-0.6399,0.329,3.0,,,
,,,,,,,,1.5265,10.98,9.4534,1.0,,,
,,,,,,,,4.3758,3.8582,-0.5175,1.0,,,
,,,,,,,,4.2137,6.897,2.6833,1.0,,,
,,,,,,,,3.6525,6.1553,2.5028,,,,
,,,,,,,,1.5655,-1.522,-3.0875,1.0,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,9.1804,5.6007,-3.5796,,,,
,,,,,,,,,,,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,-0.8745,4.9848,5.8593,2.0,,,
,,,,,,,,2.6165,2.5038,-0.1127,1.0,,,
,,,,,,,,1.9905,2.5238,0.5334,1.0,,,
,,,,,,,,1.1346,0.2962,-0.8383,1.0,,,
,,,,,,,,7.6989,6.9788,-0.7202,,,,
,,,,,,,,6.1987,6.5526,0.3539,1.0,,,
,,,,,,,,7.6989,6.9788,-0.7202,,,,
,,,,,,,,4.7356,3.9761,-0.7595,2.0,,,
,,,,,,,,7.6989,6.9788,-0.7202,,,,
,,,,,,,,5.5313,4.8763,-0.655,,,,
,,,,,,,,3.7522,2.1519,-1.6002,3.0,,,
,,,,,,,,7.0259,1.4513,-5.5745,,,,
,,,,,,,,4.1458,2.48,-1.6658,4.0,,,
,,,,,,,,2.0704,4.3528,2.2824,1.0,,,
,,,,,,,,0.7717,7.581,6.8093,1.0,,,
,,,,,,,,3.4247,4.1845,0.7598,1.0,,,
,,,,,,,,1.5566,2.809,1.2524,2.0,,,
,,,,,,,,-2.2756,-1.682,0.5936,1.0,,,
,,,,,,,,5.0551,8.5701,3.5149,2.0,,,
,,,,,,,,-1.5744,13.3626,14.9371,1.0,,,
,,,,,,,,4.3085,5.3324,1.0238,,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,-2.5452,4.9201,7.4653,1.0,,,
,,,,,,,,-9.432,28.6,38.032,1.0,,,
,,,,,,,,3.0989,-8.3109,-11.4097,1.0,,,
,,,,,,,,5.0878,-2.0655,-7.1533,2.0,,,
,,,,,,,,4.1985,1.8031,-2.3955,1.0,,,
,,,,,,,,6.4637,-9.5183,-15.982,2.0,,,
,,,,,,,,-4.8396,10.4418,15.2814,1.0,,,
,,,,,,,,-1.6181,8.6545,10.2726,1.0,,,
,,,,,,,,-1.3092,2.6966,4.0058,1.0,,,
,,,,,,,,2.2584,9.9254,7.667,1.0,,,
,,,,,,,,-1.1203,-1.7982,-0.678,,,,
,,,,,,,,5.6596,3.1342,-2.5254,,,,
,,,,,,,,-6.3928,-6.2402,0.1526,1.0,,,
,,,,,,,,2.2189,5.3072,3.0883,1.0,,,
,,,,,,,,2.2189,5.3072,3.0883,1.0,,,
,,,,,,,,-6.3928,-6.2402,0.1526,1.0,,,
,,,,,,,,5.6596,3.1342,-2.5254,,,,
,,,,,,,,4.9719,5.4412,0.4693,1.0,,,
,,,,,,,,6.3518,5.0451,-1.3067,,,,
,,,,,,,,5.0164,4.9052,-0.1113,4.0,,,
,,,,,,,,-2.5452,4.9201,7.4653,1.0,,,
,,,,,,,,-2.5452,4.9201,7.4653,1.0,,,
,,,,,,,,5.0164,4.9052,-0.1113,4.0,,,
,,,,,,,,4.9048,4.1016,-0.8032,4.0,,,
,,,,,,,,0.8333,10.0001,9.1668,1.0,,,
,,,,,,,,4.5729,4.0776,-0.4953,,,,
,,,,,,,,0.3868,0.3861,-0.0007,2.0,,,
,,,,,,,,1.9807,0.8796,-1.1011,4.0,,,
,,,,,,,,6.2904,4.824,-1.4664,2.0,,,
,,,,,,,,4.4497,0.9555,-3.4942,,,,
,,,,,,,,1.2659,0.6179,-0.648,1.0,,,
,,,,,,,,0.9548,-5.1983,-6.1532,1.0,,,
,,,,,,,,-9.432,28.6,38.032,1.0,,,
,,,,,,,,9.2247,10.1314,0.9067,1.0,,,
,,,,,,,,2.5222,0.2699,-2.2522,,,,
,,,,,,,,0.9548,-5.1983,-6.1532,1.0,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,4.0667,6.5,2.4333,1.0,,,
,,,,,,,,4.0667,6.5,2.4333,1.0,,,
,,,,,,,,1.0642,1.5351,0.4709,1.0,,,
,,,,,,,,3.8692,-1.3494,-5.2186,2.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,4.3078,5.0309,0.7231,1.0,,,
,,,,,,,,3.7347,5.2771,1.5424,1.0,,,
,,,,,,,,4.8589,6.2851,1.4261,1.0,,,
,,,,,,,,5.2758,7.2766,2.0008,1.0,,,
,,,,,,,,5.088,6.1352,1.0472,1.0,,,
,,,,,,,,5.3886,4.9998,-0.3888,1.0,,,
,,,,,,,,5.4081,6.345,0.9369,1.0,,,
,,,,,,,,6.3933,3.6397,-2.7536,3.0,,,
,,,,,,,,6.2834,6.1883,-0.0951,,,,
,,,,,,,,1.7875,1.484,-0.3035,3.0,,,
,,,,,,,,5.4081,6.345,0.9369,1.0,,,
,,,,,,,,3.8234,8.4016,4.5782,3.0,,,
,,,,,,,,8.7461,11.1612,2.4152,,,,
,,,,,,,,5.8462,6.0137,0.1675,2.0,,,
,,,,,,,,1.5534,-1.2243,-2.7777,2.0,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,5.9532,4.6289,-1.3244,1.0,,,
,,,,,,,,5.6624,-2.4316,-8.094,,,,
,,,,,,,,2.0581,-0.5417,-2.5997,1.0,,,
,,,,,,,,5.9532,4.6289,-1.3244,1.0,,,
,,,,,,,,7.3132,8.3281,1.0149,,,,
,,,,,,,,0.5484,2.0322,1.4838,1.0,,,
,,,,,,,,11.0743,10.5963,-0.478,,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,-0.9399,0.0238,0.9637,1.0,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,2.8495,0.8401,-2.0094,1.0,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,0.1347,2.0935,1.9588,1.0,,,
,,,,,,,,5.6221,6.1698,0.5476,1.0,,,
,,,,,,,,1.5265,10.98,9.4534,1.0,,,
,,,,,,,,6.185,6.3272,0.1422,,,,
,,,,,,,,-0.1269,3.444,3.5709,1.0,,,
,,,,,,,,5.2518,6.1397,0.8879,1.0,,,
,,,,,,,,0.7067,3.5532,2.8465,1.0,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
,,,,,,,,5.6742,6.0301,0.3559,,,,
,,,,,,,,2.5083,2.9747,0.4664,1.0,,,
,,,,,,,,4.2137,6.897,2.6833,1.0,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
,,,,,,,,6.5348,5.2374,-1.2973,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,3.3409,3.6948,0.3539,1.0,,,
,,,,,,,,6.9331,5.8525,-1.0806,,,,
,,,,,,,,9.3046,7.7787,-1.5259,,,,
,,,,,,,,-6.8267,0.7922,7.6189,1.0,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,5.9133,4.7855,-1.1278,,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,3.6111,4.444,0.8328,1.0,,,
,,,,,,,,6.1065,2.3822,-3.7243,,,,
,,,,,,,,7.6989,6.9788,-0.7202,,,,
,,,,,,,,6.4176,7.9963,1.5787,1.0,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,4.2435,9.7082,5.4647,1.0,,,
,,,,,,,,-1.0914,4.9713,6.0627,1.0,,,
,,,,,,,,5.6625,6.2239,0.5613,1.0,,,
,,,,,,,,11.0743,10.5963,-0.478,,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,6.4821,5.2413,-1.2407,3.0,,,
,,,,,,,,5.1514,3.4218,-1.7296,3.0,,,
,,,,,,,,9.8897,9.4613,-0.4284,,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
,,,,,,,,3.1503,-3.7472,-6.8975,2.0,,,
,,,,,,,,9.8201,7.8562,-1.9639,,,,
,,,,,,,,8.592,7.3327,-1.2593,,,,
,,,,,,,,1.8322,2.0051,0.1729,,,,
,,,,,,,,1.9728,2.5895,0.6167,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,-0.8745,4.9848,5.8593,2.0,,,
,,,,,,,,3.5901,0.9845,-2.6057,3.0,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,-6.8267,0.7922,7.6189,1.0,,,
,,,,,,,,3.926,2.1067,-1.8194,,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,8.3654,7.4619,-0.9035,,,,
,,,,,,,,7.6989,6.9788,-0.7202,,,,
,,,,,,,,6.4176,7.9963,1.5787,1.0,,,
,,,,,,,,4.7356,3.9761,-0.7595,2.0,,,
,,,,,,,,6.4176,7.9963,1.5787,1.0,,,
,,,,,,,,3.837,4.2179,0.381,1.0,,,
,,,,,,,,7.2,6.0193,-1.1807,3.0,,,
,,,,,,,,6.4823,7.1495,0.6672,1.0,,,
,,,,,,,,-0.6248,0.942,1.5668,1.0,,,
,,,,,,,,5.9532,4.6289,-1.3244,1.0,,,
,,,,,,,,2.7094,3.7029,0.9935,1.0,,,
,,,,,,,,5.0551,8.5701,3.5149,2.0,,,
,,,,,,,,1.1504,-8.354,-9.5044,1.0,,,
,,,,,,,,4.0696,2.5284,-1.5412,3.0,,,
,,,,,,,,2.7094,3.7029,0.9935,1.0,,,
,,,,,,,,-0.5559,4.1309,4.6868,1.0,,,
,,,,,,,,-1.3092,2.6966,4.0058,1.0,,,
,,,,,,,,-0.3205,4.4214,4.7418,1.0,,,
,,,,,,,,5.0551,8.5701,3.5149,2.0,,,
,,,,,,,,-2.2582,6.0485,8.3067,1.0,,,
,,,,,,,,-1.6181,8.6545,10.2726,1.0,,,
,,,,,,,,5.6596,3.1342,-2.5254,,,,
,,,,,,,,5.6596,3.1342,-2.5254,,,,
,,,,,,,,0.1141,5.8684,5.7544,1.0,,,
,,,,,,,,5.6596,3.1342,-2.5254,,,,
,,,,,,,,1.5566,2.809,1.2524,2.0,,,
,,,,,,,,-0.8994,3.7098,4.6092,1.0,,,
,,,,,,,,-0.8994,3.7098,4.6092,1.0,,,
,,,,,,,,0.6763,3.8109,3.1346,1.0,,,
,,,,,,,,2.1586,2.5124,0.3538,1.0,,,
,,,,,,,,4.3085,5.3324,1.0238,,,,
,,,,,,,,2.0151,1.9882,-0.0268,,,,
,,,,,,,,8.7583,7.6675,-1.0909,1.0,,,
,,,,,,,,7.3132,8.3281,1.0149,,,,
,,,,,,,,-1.6346,-4.1667,-2.532,1.0,,,
,,,,,,,,7.7029,21.3905,13.6876,1.0,,,
,,,,,,,,0.7462,-5.3052,-6.0514,1.0,,,
,,,,,,,,5.9532,4.6289,-1.3244,1.0,,,
,,,,,,,,6.76,-0.8735,-7.6335,,,,
,,,,,,,,12.761,9.6702,-3.0907,,,,
,,,,,,,,6.0946,3.2834,-2.8112,3.0,,,
,,,,,,,,5.8462,6.0137,0.1675,2.0,,,
,,,,,,,,4.308,6.0699,1.7618,1.0,,,
,,,,,,,,6.2574,8.5184,2.261,1.0,,,
,,,,,,,,1.5755,6.3448,4.7693,1.0,,,
,,,,,,,,5.1679,5.501,0.333,1.0,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,7.1587,5.3574,-1.8013,1.0,,,
,,,,,,,,5.1679,5.501,0.333,1.0,,,
,,,,,,,,5.1679,5.501,0.333,1.0,,,
,,,,,,,,7.2448,9.9107,2.6659,1.0,,,
,,,,,,,,10.5693,12.6747,2.1054,1.0,,,
,,,,,,,,12.9488,11.2297,-1.7191,2.0,,,
,,,,,,,,9.831,11.4582,1.6272,1.0,,,
,,,,,,,,7.0899,7.4763,0.3864,,,,
,,,,,,,,8.3151,8.5864,0.2713,2.0,,,
,,,,,,,,4.8668,5.837,0.9703,1.0,,,
,,,,,,,,0.2927,1.1621,0.8694,1.0,,,
,,,,,,,,0.8846,4.0978,3.2133,1.0,,,
,,,,,,,,9.2247,10.1314,0.9067,1.0,,,
,,,,,,,,5.8744,4.5714,-1.303,2.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,8.7142,10.1182,1.404,1.0,,,
,,,,,,,,1.0642,1.5351,0.4709,1.0,,,
,,,,,,,,2.6538,5.7991,3.1453,1.0,,,
,,,,,,,,2.0528,0.0666,-1.9863,,,,
,,,,,,,,4.3543,4.7804,0.426,1.0,,,
,,,,,,,,,,,,,,
,,,,,,,,1.947,-5.4594,-7.4064,1.0,,,
,,,,,,,,8.0814,8.3126,0.2312,1.0,,,
,,,,,,,,8.0814,8.3126,0.2312,1.0,,,
,,,,,,,,1.2659,0.6179,-0.648,1.0,,,
,,,,,,,,8.0814,8.3126,0.2312,1.0,,,
,,,,,,,,1.9807,0.8796,-1.1011,4.0,,,
,,,,,,,,4.0667,5.4691,1.4024,1.0,,,
,,,,,,,,-2.5452,4.9201,7.4653,1.0,,,
,,,,,,,,-0.2077,2.7646,2.9723,1.0,,,
,,,,,,,,8.3151,8.5864,0.2713,2.0,,,
,,,,,,,,8.3151,8.5864,0.2713,2.0,,,
,,,,,,,,8.3151,8.5864,0.2713,2.0,,,
